SCHOOL_YEAR,FIPST,STATENAME,ST,SEA_NAME,STATE_AGENCY_NO,STAFF,STAFF_COUNT,TOTAL_INDICATOR,DMS_FLAG
2016-2017,31,NEBRASKA,NE,Nebraska Department of Education,01,School Administrative Support Staff,1507.50,Category Set A,Reported
2016-2017,31,NEBRASKA,NE,Nebraska Department of Education,01,School administrators,1092.00,Category Set A,Reported
2016-2017,31,NEBRASKA,NE,Nebraska Department of Education,01,School Counselors,,Category Set A,Missing
2016-2017,31,NEBRASKA,NE,Nebraska Department of Education,01,Secondary School Counselors,404.86,Category Set A,Reported
2016-2017,31,NEBRASKA,NE,Nebraska Department of Education,01,Secondary Teachers,8390.03,Category Set A,Reported
2016-2017,31,NEBRASKA,NE,Nebraska Department of Education,01,Student Support Services Staff,1599.00,Category Set A,Reported
2016-2017,31,NEBRASKA,NE,Nebraska Department of Education,01,Guidance Counselors,836.97,Derived - Major Staffing Category,Derived
2016-2017,31,NEBRASKA,NE,Nebraska Department of Education,01,LEA Staff,2750.27,Derived - Major Staffing Category,Derived
2016-2017,31,NEBRASKA,NE,Nebraska Department of Education,01,Other Staff,8629.23,Derived - Major Staffing Category,Derived
2016-2017,31,NEBRASKA,NE,Nebraska Department of Education,01,School Staff,12151.75,Derived - Major Staffing Category,Derived
2016-2017,31,NEBRASKA,NE,Nebraska Department of Education,01,Teachers,23610.86,Derived - Major Staffing Category,Derived
2016-2017,31,NEBRASKA,NE,Nebraska Department of Education,01,No Category Codes,47979.08,Education Unit Total,Reported
2016-2017,32,NEVADA,NV,Nevada Department of Education,01,All Other Support Staff,1115.65,Category Set A,Reported
2016-2017,32,NEVADA,NV,Nevada Department of Education,01,Elementary School Counselors,333.00,Category Set A,Reported
2016-2017,32,NEVADA,NV,Nevada Department of Education,01,Elementary Teachers,9795.05,Category Set A,Reported
2016-2017,32,NEVADA,NV,Nevada Department of Education,01,Instructional Coordinators and Supervisors to the Staff,48.70,Category Set A,Reported
2016-2017,32,NEVADA,NV,Nevada Department of Education,01,Kindergarten Teachers,1579.75,Category Set A,Reported
2016-2017,32,NEVADA,NV,Nevada Department of Education,01,LEA Administrative Support Staff,87.66,Category Set A,Imputation
2016-2017,32,NEVADA,NV,Nevada Department of Education,01,LEA Administrators,37.10,Category Set A,Reported
2016-2017,32,NEVADA,NV,Nevada Department of Education,01,Librarians/media specialists,310.00,Category Set A,Reported
2016-2017,32,NEVADA,NV,Nevada Department of Education,01,Library/Media Support Staff,208.32,Category Set A,Imputation
2016-2017,32,NEVADA,NV,Nevada Department of Education,01,Missing,,Category Set A,Not reported
2016-2017,32,NEVADA,NV,Nevada Department of Education,01,Paraprofessionals/Instructional Aides,6105.64,Category Set A,Imputation
2016-2017,32,NEVADA,NV,Nevada Department of Education,01,Pre-kindergarten Teachers,47.00,Category Set A,Reported
2016-2017,32,NEVADA,NV,Nevada Department of Education,01,School Administrative Support Staff,1719.28,Category Set A,Imputation
2016-2017,32,NEVADA,NV,Nevada Department of Education,01,School administrators,1175.50,Category Set A,Reported
2016-2017,32,NEVADA,NV,Nevada Department of Education,01,School Counselors,75.00,Category Set A,Reported
2016-2017,32,NEVADA,NV,Nevada Department of Education,01,Secondary School Counselors,567.00,Category Set A,Reported
2016-2017,32,NEVADA,NV,Nevada Department of Education,01,Secondary Teachers,8485.77,Category Set A,Reported
2016-2017,32,NEVADA,NV,Nevada Department of Education,01,Student Support Services Staff,390.60,Category Set A,Reported
2016-2017,32,NEVADA,NV,Nevada Department of Education,01,Ungraded Teachers,3797.10,Category Set A,Reported
2016-2017,32,NEVADA,NV,Nevada Department of Education,01,Guidance Counselors,975.00,Derived - Major Staffing Category,Derived
2016-2017,32,NEVADA,NV,Nevada Department of Education,01,LEA Staff,173.46,Derived - Major Staffing Category,Derived
2016-2017,32,NEVADA,NV,Nevada Department of Education,01,Other Staff,1115.65,Derived - Major Staffing Category,Derived
2016-2017,32,NEVADA,NV,Nevada Department of Education,01,School Staff,9909.34,Derived - Major Staffing Category,Derived
2016-2017,32,NEVADA,NV,Nevada Department of Education,01,Teachers,23704.67,Derived - Major Staffing Category,Derived
2016-2017,32,NEVADA,NV,Nevada Department of Education,01,No Category Codes,35878.12,Education Unit Total,Imputation
2016-2017,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,All Other Support Staff,4994.40,Category Set A,Reported
2016-2017,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Elementary School Counselors,443.60,Category Set A,Reported
2016-2017,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Elementary Teachers,8952.70,Category Set A,Reported
2016-2017,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Instructional Coordinators and Supervisors to the Staff,272.56,Category Set A,Imputation
2016-2017,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Kindergarten Teachers,607.00,Category Set A,Reported
2016-2017,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,LEA Administrative Support Staff,746.50,Category Set A,Reported
2016-2017,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,LEA Administrators,752.00,Category Set A,Reported
2016-2017,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Librarians/media specialists,324.00,Category Set A,Reported
2016-2017,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Library/Media Support Staff,207.30,Category Set A,Reported
2016-2017,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Missing,,Category Set A,Not reported
2016-2017,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Paraprofessionals/Instructional Aides,6979.50,Category Set A,Reported
2016-2017,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Pre-kindergarten Teachers,201.00,Category Set A,Reported
2016-2017,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,School Administrative Support Staff,531.33,Category Set A,Imputation
2016-2017,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,School administrators,517.24,Category Set A,Imputation
2016-2017,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,School Counselors,0.00,Category Set A,Post-submission edit
2016-2017,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Secondary School Counselors,378.80,Category Set A,Reported
2016-2017,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Secondary Teachers,4998.90,Category Set A,Reported
2016-2017,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Student Support Services Staff,715.37,Category Set A,Imputation
2016-2017,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Guidance Counselors,822.40,Derived - Major Staffing Category,Derived
2016-2017,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,LEA Staff,1771.06,Derived - Major Staffing Category,Derived
2016-2017,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Other Staff,4994.40,Derived - Major Staffing Category,Derived
2016-2017,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,School Staff,9274.74,Derived - Major Staffing Category,Derived
2016-2017,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,Teachers,14759.60,Derived - Major Staffing Category,Derived
2016-2017,33,NEW HAMPSHIRE,NH,NH Dept of Education,01,No Category Codes,31622.20,Education Unit Total,Reported
2016-2017,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,All Other Support Staff,39316.70,Category Set A,Reported
2016-2017,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Elementary School Counselors,1908.06,Category Set A,Imputation
2016-2017,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Elementary Teachers,54779.36,Category Set A,Reported
2016-2017,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Instructional Coordinators and Supervisors to the Staff,3877.64,Category Set A,Reported
2016-2017,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Kindergarten Teachers,3111.50,Category Set A,Reported
2016-2017,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,LEA Administrative Support Staff,5465.27,Category Set A,Reported
2016-2017,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,LEA Administrators,1466.85,Category Set A,Reported
2016-2017,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Librarians/media specialists,1381.53,Category Set A,Reported
2016-2017,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Library/Media Support Staff,0.00,Category Set A,Reported
2016-2017,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Missing,,Category Set A,Not reported
2016-2017,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Paraprofessionals/Instructional Aides,37852.17,Category Set A,Reported
2016-2017,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Pre-kindergarten Teachers,3395.22,Category Set A,Reported
2016-2017,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,School Administrative Support Staff,9896.94,Category Set A,Reported
2016-2017,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,School administrators,5234.38,Category Set A,Reported
2016-2017,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,School Counselors,0.00,Category Set A,Imputation
2016-2017,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Secondary School Counselors,1916.20,Category Set A,Imputation
2016-2017,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Secondary Teachers,37911.13,Category Set A,Reported
2016-2017,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Student Support Services Staff,13516.14,Category Set A,Reported
2016-2017,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Ungraded Teachers,16531.62,Category Set A,Reported
2016-2017,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Guidance Counselors,3824.26,Derived - Major Staffing Category,Derived
2016-2017,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,LEA Staff,10809.76,Derived - Major Staffing Category,Derived
2016-2017,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Other Staff,39316.70,Derived - Major Staffing Category,Derived
2016-2017,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,School Staff,67881.16,Derived - Major Staffing Category,Derived
2016-2017,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,Teachers,115728.8,Derived - Major Staffing Category,Derived
2016-2017,34,NEW JERSEY,NJ,NEW JERSEY DEPARTMENT OF EDUCATION,01,No Category Codes,237560.7,Education Unit Total,Reported
2016-2017,35,NEW MEXICO,NM,New Mexico Public Education Department,01,All Other Support Staff,3431.51,Category Set A,Reported
2016-2017,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Elementary School Counselors,265.31,Category Set A,Reported
2016-2017,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Elementary Teachers,7826.80,Category Set A,Reported
2016-2017,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Instructional Coordinators and Supervisors to the Staff,374.53,Category Set A,Reported
2016-2017,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Kindergarten Teachers,1181.91,Category Set A,Reported
2016-2017,35,NEW MEXICO,NM,New Mexico Public Education Department,01,LEA Administrative Support Staff,31.51,Category Set A,Reported
2016-2017,35,NEW MEXICO,NM,New Mexico Public Education Department,01,LEA Administrators,200.69,Category Set A,Reported
2016-2017,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Librarians/media specialists,223.48,Category Set A,Reported
2016-2017,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Library/Media Support Staff,140.05,Category Set A,Reported
2016-2017,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Missing,,Category Set A,Not reported
2016-2017,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Paraprofessionals/Instructional Aides,5665.92,Category Set A,Reported
2016-2017,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Pre-kindergarten Teachers,445.64,Category Set A,Reported
2016-2017,35,NEW MEXICO,NM,New Mexico Public Education Department,01,School Administrative Support Staff,1919.50,Category Set A,Reported
2016-2017,35,NEW MEXICO,NM,New Mexico Public Education Department,01,School administrators,1138.20,Category Set A,Reported
2016-2017,35,NEW MEXICO,NM,New Mexico Public Education Department,01,School Counselors,6.00,Category Set A,Reported
2016-2017,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Secondary School Counselors,427.64,Category Set A,Reported
2016-2017,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Secondary Teachers,8122.70,Category Set A,Reported
2016-2017,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Student Support Services Staff,1350.91,Category Set A,Reported
2016-2017,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Ungraded Teachers,3753.97,Category Set A,Reported
2016-2017,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Guidance Counselors,698.95,Derived - Major Staffing Category,Derived
2016-2017,35,NEW MEXICO,NM,New Mexico Public Education Department,01,LEA Staff,606.73,Derived - Major Staffing Category,Derived
2016-2017,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Other Staff,3431.51,Derived - Major Staffing Category,Derived
2016-2017,35,NEW MEXICO,NM,New Mexico Public Education Department,01,School Staff,10438.06,Derived - Major Staffing Category,Derived
2016-2017,35,NEW MEXICO,NM,New Mexico Public Education Department,01,Teachers,21331.02,Derived - Major Staffing Category,Derived
2016-2017,35,NEW MEXICO,NM,New Mexico Public Education Department,01,No Category Codes,36506.27,Education Unit Total,Reported
2016-2017,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,All Other Support Staff,65528.08,Category Set A,Reported
2016-2017,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Elementary School Counselors,1330.76,Category Set A,Reported
2016-2017,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Elementary Teachers,95187.89,Category Set A,Reported
2016-2017,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Instructional Coordinators and Supervisors to the Staff,1875.96,Category Set A,Reported
2016-2017,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Kindergarten Teachers,7257.23,Category Set A,Reported
2016-2017,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,LEA Administrative Support Staff,20318.50,Category Set A,Reported
2016-2017,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,LEA Administrators,3062.48,Category Set A,Reported
2016-2017,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Librarians/media specialists,2335.79,Category Set A,Reported
2016-2017,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Library/Media Support Staff,1146.20,Category Set A,Reported
2016-2017,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Missing,,Category Set A,Not reported
2016-2017,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Paraprofessionals/Instructional Aides,44762.70,Category Set A,Reported
2016-2017,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Pre-kindergarten Teachers,2896.09,Category Set A,Reported
2016-2017,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,School Administrative Support Staff,8306.02,Category Set A,Reported
2016-2017,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,School administrators,11138.18,Category Set A,Reported
2016-2017,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,School Counselors,0.00,Category Set A,Post-submission edit
2016-2017,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Secondary School Counselors,6193.83,Category Set A,Reported
2016-2017,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Secondary Teachers,93792.06,Category Set A,Reported
2016-2017,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Student Support Services Staff,11651.45,Category Set A,Reported
2016-2017,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Ungraded Teachers,10018.04,Category Set A,Reported
2016-2017,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Guidance Counselors,7524.59,Derived - Major Staffing Category,Derived
2016-2017,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,LEA Staff,25256.94,Derived - Major Staffing Category,Derived
2016-2017,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Other Staff,65528.08,Derived - Major Staffing Category,Derived
2016-2017,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,School Staff,79340.34,Derived - Major Staffing Category,Derived
2016-2017,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,Teachers,209151.3,Derived - Major Staffing Category,Derived
2016-2017,36,NEW YORK,NY,NEW YORK STATE EDUCATION DEPARTMENT,01,No Category Codes,386801.3,Education Unit Total,Reported
2016-2017,37,NORTH CAROLINA,NC,North Carolina Department of Public Instruction,01,All Other Support Staff,31216.28,Category Set A,Reported
2016-2017,37,NORTH CAROLINA,NC,North Carolina Department of Public Instruction,01,Elementary School Counselors,1646.95,Category Set A,Reported
2016-2017,37,NORTH CAROLINA,NC,North Carolina Department of Public Instruction,01,Elementary Teachers,60951.81,Category Set A,Reported
2016-2017,37,NORTH CAROLINA,NC,North Carolina Department of Public Instruction,01,Instructional Coordinators and Supervisors to the Staff,1192.66,Category Set A,Reported
2016-2017,37,NORTH CAROLINA,NC,North Carolina Department of Public Instruction,01,Kindergarten Teachers,6865.17,Category Set A,Reported
2016-2017,37,NORTH CAROLINA,NC,North Carolina Department of Public Instruction,01,LEA Administrative Support Staff,5672.94,Category Set A,Reported
2016-2017,37,NORTH CAROLINA,NC,North Carolina Department of Public Instruction,01,LEA Administrators,1685.33,Category Set A,Reported
2016-2017,37,NORTH CAROLINA,NC,North Carolina Department of Public Instruction,01,Librarians/media specialists,2128.17,Category Set A,Reported
2016-2017,37,NORTH CAROLINA,NC,North Carolina Department of Public Instruction,01,Library/Media Support Staff,213.72,Category Set A,Reported
2016-2017,37,NORTH CAROLINA,NC,North Carolina Department of Public Instruction,01,Missing,,Category Set A,Not reported
2016-2017,37,NORTH CAROLINA,NC,North Carolina Department of Public Instruction,01,Paraprofessionals/Instructional Aides,22410.12,Category Set A,Reported
2016-2017,37,NORTH CAROLINA,NC,North Carolina Department of Public Instruction,01,Pre-kindergarten Teachers,1845.78,Category Set A,Reported
2016-2017,37,NORTH CAROLINA,NC,North Carolina Department of Public Instruction,01,School Administrative Support Staff,7099.75,Category Set A,Reported
2016-2017,37,NORTH CAROLINA,NC,North Carolina Department of Public Instruction,01,School administrators,5903.43,Category Set A,Reported
2016-2017,37,NORTH CAROLINA,NC,North Carolina Department of Public Instruction,01,School Counselors,105.65,Category Set A,Reported
2016-2017,37,NORTH CAROLINA,NC,North Carolina Department of Public Instruction,01,Secondary School Counselors,2459.41,Category Set A,Reported
2016-2017,37,NORTH CAROLINA,NC,North Carolina Department of Public Instruction,01,Secondary Teachers,29740.81,Category Set A,Reported
2016-2017,37,NORTH CAROLINA,NC,North Carolina Department of Public Instruction,01,Student Support Services Staff,11077.36,Category Set A,Reported
2016-2017,37,NORTH CAROLINA,NC,North Carolina Department of Public Instruction,01,Ungraded Teachers,816.04,Category Set A,Reported
2016-2017,37,NORTH CAROLINA,NC,North Carolina Department of Public Instruction,01,Guidance Counselors,4212.01,Derived - Major Staffing Category,Derived
2016-2017,37,NORTH CAROLINA,NC,North Carolina Department of Public Instruction,01,LEA Staff,8550.93,Derived - Major Staffing Category,Derived
2016-2017,37,NORTH CAROLINA,NC,North Carolina Department of Public Instruction,01,Other Staff,31216.28,Derived - Major Staffing Category,Derived
2016-2017,37,NORTH CAROLINA,NC,North Carolina Department of Public Instruction,01,School Staff,48832.55,Derived - Major Staffing Category,Derived
2016-2017,37,NORTH CAROLINA,NC,North Carolina Department of Public Instruction,01,Teachers,100219.6,Derived - Major Staffing Category,Derived
2016-2017,37,NORTH CAROLINA,NC,North Carolina Department of Public Instruction,01,No Category Codes,193031.4,Education Unit Total,Reported
2016-2017,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,All Other Support Staff,2662.15,Category Set A,Reported
2016-2017,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Elementary School Counselors,222.97,Category Set A,Imputation
2016-2017,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Elementary Teachers,5360.29,Category Set A,Reported
2016-2017,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Instructional Coordinators and Supervisors to the Staff,232.87,Category Set A,Reported
2016-2017,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Kindergarten Teachers,598.55,Category Set A,Reported
2016-2017,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,LEA Administrative Support Staff,284.60,Category Set A,Reported
2016-2017,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,LEA Administrators,503.87,Category Set A,Reported
2016-2017,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Librarians/media specialists,190.04,Category Set A,Reported
2016-2017,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Library/Media Support Staff,210.46,Category Set A,Reported
2016-2017,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Missing,,Category Set A,Not reported
2016-2017,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Paraprofessionals/Instructional Aides,2734.89,Category Set A,Reported
2016-2017,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Pre-kindergarten Teachers,163.03,Category Set A,Reported
2016-2017,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,School Administrative Support Staff,564.05,Category Set A,Reported
2016-2017,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,School administrators,493.41,Category Set A,Reported
2016-2017,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,School Counselors,0.00,Category Set A,Imputation
2016-2017,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Secondary School Counselors,137.75,Category Set A,Imputation
2016-2017,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Secondary Teachers,3143.43,Category Set A,Reported
2016-2017,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Student Support Services Staff,909.95,Category Set A,Reported
2016-2017,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Guidance Counselors,360.72,Derived - Major Staffing Category,Derived
2016-2017,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,LEA Staff,1021.34,Derived - Major Staffing Category,Derived
2016-2017,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Other Staff,2662.15,Derived - Major Staffing Category,Derived
2016-2017,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,School Staff,5102.80,Derived - Major Staffing Category,Derived
2016-2017,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,Teachers,9265.30,Derived - Major Staffing Category,Derived
2016-2017,38,NORTH DAKOTA,ND,North Dakota Department of Public Instruction,01,No Category Codes,18412.31,Education Unit Total,Reported
2016-2017,39,OHIO,OH,Ohio Department of Education,01,All Other Support Staff,130169.8,Category Set A,Reported
2016-2017,39,OHIO,OH,Ohio Department of Education,01,Elementary School Counselors,1555.76,Category Set A,Imputation
2016-2017,39,OHIO,OH,Ohio Department of Education,01,Elementary Teachers,46440.52,Category Set A,Reported
2016-2017,39,OHIO,OH,Ohio Department of Education,01,Instructional Coordinators and Supervisors to the Staff,2523.87,Category Set A,Reported
2016-2017,39,OHIO,OH,Ohio Department of Education,01,Kindergarten Teachers,9816.15,Category Set A,Reported
2016-2017,39,OHIO,OH,Ohio Department of Education,01,LEA Administrative Support Staff,14365.04,Category Set A,Reported
2016-2017,39,OHIO,OH,Ohio Department of Education,01,LEA Administrators,2570.79,Category Set A,Reported
2016-2017,39,OHIO,OH,Ohio Department of Education,01,Librarians/media specialists,830.25,Category Set A,Reported
2016-2017,39,OHIO,OH,Ohio Department of Education,01,Library/Media Support Staff,1576.98,Category Set A,Reported
2016-2017,39,OHIO,OH,Ohio Department of Education,01,Missing,,Category Set A,Not reported
2016-2017,39,OHIO,OH,Ohio Department of Education,01,Paraprofessionals/Instructional Aides,22053.38,Category Set A,Reported
2016-2017,39,OHIO,OH,Ohio Department of Education,01,Pre-kindergarten Teachers,865.62,Category Set A,Reported
2016-2017,39,OHIO,OH,Ohio Department of Education,01,School Administrative Support Staff,12384.08,Category Set A,Reported
2016-2017,39,OHIO,OH,Ohio Department of Education,01,School administrators,5380.67,Category Set A,Reported
2016-2017,39,OHIO,OH,Ohio Department of Education,01,School Counselors,0.00,Category Set A,Imputation
2016-2017,39,OHIO,OH,Ohio Department of Education,01,Secondary School Counselors,2265.90,Category Set A,Imputation
2016-2017,39,OHIO,OH,Ohio Department of Education,01,Secondary Teachers,41128.15,Category Set A,Reported
2016-2017,39,OHIO,OH,Ohio Department of Education,01,Student Support Services Staff,27110.48,Category Set A,Reported
2016-2017,39,OHIO,OH,Ohio Department of Education,01,Ungraded Teachers,4349.74,Category Set A,Reported
2016-2017,39,OHIO,OH,Ohio Department of Education,01,Guidance Counselors,3821.66,Derived - Major Staffing Category,Derived
2016-2017,39,OHIO,OH,Ohio Department of Education,01,LEA Staff,19459.70,Derived - Major Staffing Category,Derived
2016-2017,39,OHIO,OH,Ohio Department of Education,01,Other Staff,130169.8,Derived - Major Staffing Category,Derived
2016-2017,39,OHIO,OH,Ohio Department of Education,01,School Staff,69335.84,Derived - Major Staffing Category,Derived
2016-2017,39,OHIO,OH,Ohio Department of Education,01,Teachers,102600.2,Derived - Major Staffing Category,Derived
2016-2017,39,OHIO,OH,Ohio Department of Education,01,No Category Codes,325387.2,Education Unit Total,Reported
2016-2017,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,All Other Support Staff,15114.57,Category Set A,Reported
2016-2017,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Elementary School Counselors,642.72,Category Set A,Reported
2016-2017,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Elementary Teachers,18969.81,Category Set A,Reported
2016-2017,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Instructional Coordinators and Supervisors to the Staff,318.00,Category Set A,Reported
2016-2017,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Kindergarten Teachers,2317.93,Category Set A,Reported
2016-2017,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,LEA Administrative Support Staff,3065.40,Category Set A,Reported
2016-2017,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,LEA Administrators,850.67,Category Set A,Reported
2016-2017,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Librarians/media specialists,923.74,Category Set A,Reported
2016-2017,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Library/Media Support Staff,698.44,Category Set A,Reported
2016-2017,40,OKLAHOMA,OK,OKLAHOMA STATE DEPARTMENT OF EDUCATION,01,Missing,,Category Set A,Not reported
